brand,model,color,registration_date,year,price_in_euro,power_kw,power_ps,transmission_type,fuel_type,fuel_consumption_l_100km,fuel_consumption_g_km,mileage_in_km
bmw,BMW Z4,silver,01 04 2003,2003,12800,170,231,Automatic,Petrol,9.1,0,138513
ford,Ford Ranger,red,01 06 2023,2023,56850,151,205,Automatic,Diesel,8.8,230,2900
citroen,Citroen C2,black,01 04 2005,2005,750,54,73,Manual,Petrol,6.1,145,155100
hyundai,Hyundai iX20,brown,01 07 2014,2014,8989,66,90,Manual,Petrol,6,142,69220
ford,Ford Kuga,black,01 03 2023,2023,31980,110,150,Manual,Petrol,5.5,126,25
ford,Ford Focus C Max,blue,01 05 2006,2006,3250,80,109,Manual,Diesel,4.9,129,197000
ford,Ford Mustang,black,01 01 2019,2019,43900,331,450,Automatic,Petrol,12.1,270,44410
kia,Kia ProCeed   pro_cee d,white,01 09 2013,2013,13990,150,204,Manual,Petrol,7.4,175,134000
bmw,BMW Z4,silver,01 08 2005,2005,17500,125,170,Manual,Petrol,8.8,0,48917
audi,Audi A3,grey,01 11 2015,2015,14200,92,125,Manual,Petrol,5.3,122,130000
kia,Kia Soul,black,01 04 2014,2014,12400,94,128,Automatic,Diesel,6,158,96582
ford,Ford S Max,silver,01 07 2010,2010,6450,103,140,Manual,Diesel,6.5,172,207000
bmw,BMW 320,white,01 08 2020,2020,29980,140,190,Automatic,Diesel,4.5,117,94300
audi,Audi A6 allroad,silver,01 06 2021,2021,67690,150,204,Automatic,Diesel,4.9,153,57720
audi,Audi S4,black,01 06 2018,2018,50450,260,354,Automatic,Petrol,7.6,175,46600
bmw,BMW 530,white,01 01 2020,2020,35660,185,252,Automatic,Hybrid,1.8,41,30429
ford,Ford Focus,silver,01 02 2003,2003,1850,85,116,Manual,Diesel,5.5,0,240000
bmw,BMW X6,black,01 03 2017,2017,44990,230,313,Automatic,Diesel,6.3,165,81858
audi,Audi A4,silver,01 10 2003,2003,7800,120,163,Automatic,Petrol,7.6,0,116824
kia,Kia Ceed SW   cee d SW,orange,01 04 2023,2023,32790,118,160,Automatic,Petrol,6.2,141,10
fiat,Fiat Tipo,grey,01 08 2016,2016,8500,88,120,Manual,Diesel,4.7,0,155000
fiat,Fiat 500,black,01 05 2019,2019,10499,51,69,Manual,Petrol,5.3,123,29432
hyundai,Hyundai TUCSON,white,01 12 2022,2022,49900,132,179,Automatic,Hybrid,1.4,31,6
audi,Audi A4,grey,01 07 2003,2003,4400,96,131,Manual,Diesel,5.7,154,222000
bmw,BMW 320,grey,01 10 2018,2018,26900,140,190,Automatic,Diesel,4,106,121000
dacia,Dacia Duster,grey,01 03 2023,2023,25950,110,150,Automatic,Petrol,6.2,141,8
ford,Ford Focus,silver,01 03 2012,2012,6990,70,95,Manual,Diesel,4.2,111,154500
audi,Audi A6 allroad,silver,01 08 2013,2013,17500,150,204,Automatic,Diesel,6.1,0,185000
audi,Audi RS6,grey,01 04 2023,2023,154885,441,600,Automatic,Petrol,11.5,263,50
bmw,BMW 730,white,01 08 2016,2016,37900,195,265,Automatic,Diesel,5.7,0,186578
land rover,Land Rover Discovery Sport,white,01 04 2019,2019,34550,132,179,Automatic,Diesel,7.8,204,52244
bmw,BMW 135,black,01 05 2015,2015,27990,235,320,Automatic,Petrol,7.8,185,69850
land rover,Land Rover Discovery Sport,grey,01 08 2017,2017,36000,132,179,Automatic,Diesel,5.3,0,65000
bmw,BMW 520,black,01 08 2013,2013,15990,135,184,Manual,Petrol,6.8,161,68808
audi,Audi A7,silver,01 05 2016,2016,27999,235,320,Automatic,Diesel,6.1,162,143620
citroen,Citroen C5 Aircross,white,01 12 2019,2019,21990,96,131,Manual,Petrol,5.1,120,23620
land rover,Land Rover Discovery Sport,white,01 07 2020,2020,30900,110,150,Manual,Diesel,5.7,149,15525
citroen,Citroen C4 Cactus,black,01 05 2018,2018,11862,81,110,Automatic,Petrol,7,0,31000
hyundai,Hyundai i30,black,01 11 2014,2014,5999,73,99,Manual,Petrol,6.5,154,80000
audi,Audi A3,silver,01 03 2018,2018,22990,85,116,Automatic,Petrol,4.7,108,22300
ford,Ford EcoSport,silver,01 02 2023,2023,24988,103,140,Manual,Petrol,6.2,142,10
bmw,BMW 240,grey,01 04 2017,2017,31800,250,340,Automatic,Petrol,7.1,0,90000
bmw,BMW 530,white,01 06 2017,2017,22730,195,265,Automatic,Diesel,4.7,124,165000
land rover,Land Rover Range Rover Evoque,white,01 08 2020,2020,46880,132,179,Automatic,Diesel,5.8,152,18900
audi,Audi A3,black,01 01 2005,2005,5999,147,200,Manual,Petrol,9,216,272111
fiat,Fiat 500,orange,01 06 2022,2022,14980,52,71,Manual,Petrol,4.1,93,10
fiat,Fiat Bravo,red,01 01 2011,2011,6200,88,120,Manual,Petrol,6.3,146,32000
bmw,BMW 330,grey,01 05 2021,2021,33525,190,258,Automatic,Petrol,5.9,134,58412
bmw,BMW X3,grey,01 10 2008,2008,4999,130,177,Manual,Diesel,6.5,172,266200
ford,Ford Kuga,black,01 03 2023,2023,40990,165,224,Automatic,Hybrid,1.2,26,4900
bmw,BMW X6 M,black,01 06 2012,2012,35990,407,553,Automatic,Petrol,14.3,335,88529
audi,Audi A7,white,01 10 2018,2018,51770,210,286,Automatic,Diesel,5.8,150,68517
mazda,Mazda CX 5,red,01 08 2016,2016,15999,129,175,Manual,Diesel,6.2,136,149000
ford,Ford S Max,white,01 11 2018,2018,18980,140,190,Automatic,Diesel,5.2,176,79845
audi,Audi TT,white,01 08 2014,2014,19999,125,170,Manual,Diesel,5.3,140,90700
audi,Audi A6,black,01 05 2011,2011,8000,140,190,Manual,Diesel,6.2,0,249648
ford,Ford Mondeo,black,01 07 2003,2003,1250,92,125,Manual,Petrol,7.9,187,252925
mazda,Mazda CX 3,white,01 10 2017,2017,19488,110,150,Automatic,Petrol,6.3,146,86500
ford,Ford Kuga,black,01 02 2023,2023,36890,110,150,Manual,Petrol,5.5,119,20
dacia,Dacia Sandero,white,01 03 2023,2023,21900,67,91,Manual,LPG,0,113,10
fiat,Fiat 500,red,01 08 2020,2020,13950,51,69,Manual,Petrol,4.1,93,12266
bmw,BMW Z4,black,01 03 2010,2010,20900,150,204,Manual,Petrol,8.5,0,81000
ford,Ford Fiesta,silver,01 06 2003,2003,1000,51,69,Manual,Petrol,6.2,0,187000
bmw,BMW X3,grey,01 11 2011,2011,14700,135,184,Automatic,Diesel,5.6,0,130000
ford,Ford Focus,black,01 03 2017,2017,29480,257,349,Manual,Petrol,7.7,175,110700
bmw,BMW M3,black,01 09 2021,2021,93499,375,510,Unknown,Petrol,10.2,234,34000
bmw,BMW X5,white,01 11 2013,2013,20900,225,306,Automatic,Diesel,7.5,199,181000
isuzu,Isuzu D Max,black,01 04 2014,2014,16800,120,163,Manual,Diesel,6.9,220,218500
audi,Audi A4,black,01 04 2007,2007,6999,120,163,Automatic,Petrol,8.4,202,159999
audi,Audi A4,black,01 12 2014,2014,17990,140,190,Automatic,Diesel,5.1,135,156700
bmw,BMW 530,black,01 12 2014,2014,15000,190,258,Automatic,Diesel,5.6,0,208000
audi,Audi SQ5,white,01 07 2016,2016,29900,260,354,Automatic,Petrol,8.3,189,86634
audi,Audi A5,black,01 03 2012,2012,15750,150,204,Automatic,Diesel,4.9,130,166000
kia,Kia Carens,blue,01 06 2017,2017,16790,99,135,Manual,Petrol,6.5,150,52175
audi,Audi A4,red,01 03 2013,2013,13800,165,224,Automatic,Petrol,6,0,118000
fiat,Fiat 500C,grey,01 01 2019,2019,14390,51,69,Manual,Petrol,5.3,124,18547
fiat,Fiat Panda,green,01 01 2023,2023,16690,51,69,Manual,Petrol,4.1,93,10
bmw,BMW 318,grey,01 05 2015,2015,15500,105,143,Manual,Diesel,4.3,114,212566
bmw,BMW X3,grey,01 05 2011,2011,19000,135,184,Automatic,Diesel,5.6,0,116000
kia,Kia Rio,black,01 02 2013,2013,7590,63,86,Manual,Petrol,5.1,119,103956
audi,Audi SQ8,grey,01 11 2019,2019,94870,320,435,Automatic,Diesel,9,235,46050
audi,Audi A6,grey,01 04 2013,2013,26449,230,313,Automatic,Diesel,6.4,170,146000
alfa romeo,Alfa Romeo Tonale,red,01 02 2023,2023,43935,118,160,Automatic,Petrol,5.9,135,100
audi,Audi Q2,orange,01 04 2019,2019,30888,85,116,Automatic,Diesel,4.8,126,53242
kia,Kia XCeed,grey,01 10 2020,2020,21450,103,140,Manual,Petrol,6.2,142,45711
audi,Audi A6,white,01 05 2023,2023,46980,150,204,Automatic,Diesel,5.8,152,50
alfa romeo,Alfa Romeo Brera,white,01 02 2009,2009,14900,154,209,Manual,Diesel,6.8,0,99000
audi,Audi A4,black,01 03 2008,2008,9999,171,232,Manual,Diesel,7.9,212,210000
bmw,BMW Z3,black,01 07 1998,1998,6000,87,118,Manual,Petrol,7.8,184,194500
audi,Audi A3,black,01 04 2022,2022,35570,85,116,Automatic,Diesel,4.5,118,5866
mazda,Mazda CX 3,black,01 01 2018,2018,20900,88,120,Automatic,Petrol,5.8,136,25093
kia,Kia Sportage,black,01 10 2020,2020,22750,100,136,Manual,Diesel,4.9,129,52000
ford,Ford Fiesta,red,01 03 2015,2015,11000,134,182,Manual,Petrol,5.9,138,129242
audi,Audi A3,white,01 05 2016,2016,17990,110,150,Manual,Diesel,4.7,125,107500
bmw,BMW 318,silver,01 03 2019,2019,21390,110,150,Automatic,Diesel,4.1,109,48154
dacia,Dacia Duster,white,01 08 2022,2022,19750,67,91,Manual,Petrol,5.6,140,8
audi,Audi Q3,blue,01 01 2017,2017,23990,135,184,Automatic,Diesel,5.6,144,71108
audi,Audi A5,silver,01 05 2020,2020,37900,140,190,Automatic,Petrol,7.1,162,43410
audi,Audi SQ5,silver,01 12 2013,2013,26999,230,313,Automatic,Diesel,6.8,180,148000
bmw,BMW X1,grey,01 04 2011,2011,8998,105,143,Manual,Diesel,5.7,150,147200
hyundai,Hyundai TUCSON,white,01 10 2016,2016,16799,97,132,Manual,Petrol,7,147,75000
bmw,BMW 520,brown,01 02 2018,2018,27500,135,184,Automatic,Petrol,5.8,132,84000
audi,Audi A4,silver,01 02 2022,2022,50890,210,286,Automatic,Diesel,6.3,166,15544
audi,Audi A5,grey,01 11 2011,2011,14200,125,170,Manual,Diesel,5,0,143000
dacia,Dacia Jogger,grey,01 01 2023,2023,21890,74,101,Manual,Petrol,6,136,4450
bmw,BMW 116,white,01 12 2009,2009,4990,90,122,Manual,Petrol,6.1,143,276300
bmw,BMW 520,white,01 01 2013,2013,23980,135,184,Automatic,Diesel,4.8,127,92000
mazda,Mazda 2,black,01 10 2016,2016,11190,66,90,Manual,Petrol,4.5,105,63160
audi,Audi A4,black,01 04 2014,2014,14800,180,245,Automatic,Diesel,5.9,154,250000
bmw,BMW M4,white,01 04 2016,2016,47500,317,431,Automatic,Petrol,8.7,203,92000
ford,Ford Mondeo,black,01 01 2012,2012,9490,118,160,Manual,Petrol,6.4,152,159134
ford,Ford Fiesta,grey,01 06 2023,2023,27750,92,125,Automatic,Petrol,6.1,138,20
audi,Audi A4,black,01 11 2007,2007,11980,147,200,Manual,Petrol,7.8,185,127627
audi,Audi Q5,brown,01 09 2018,2018,23699,210,286,Automatic,Diesel,6.2,162,128370
bmw,BMW 420,white,01 08 2015,2015,24500,135,184,Automatic,Diesel,5,131,80000
audi,Audi A3,red,01 04 2018,2018,60876,150,204,Automatic,Hybrid,1.8,40,41200
bmw,BMW X5,white,01 03 2012,2012,21500,225,306,Automatic,Petrol,10.1,0,134000
lada,Lada Niva,green,01 01 2021,2021,24945,61,83,Manual,Petrol,9.5,0,27800
dacia,Dacia Dokker,blue,01 12 2018,2018,12987,75,102,Manual,Petrol,6.8,156,75607
audi,Audi TT RS,black,01 10 2022,2022,71350,294,400,Automatic,Petrol,9.1,210,9976
bmw,BMW 320,silver,01 07 2018,2018,29485,135,184,Automatic,Petrol,6.1,141,29436
ford,Ford C Max,blue,01 09 2008,2008,5999,107,145,Manual,Petrol,9.5,176,147000
kia,Kia Sportage,blue,01 02 2017,2017,19990,136,185,Automatic,Diesel,6.3,166,122570
kia,Kia Ceed SW   cee d SW,red,01 04 2023,2023,32460,118,160,Automatic,Petrol,6.3,142,2500
ford,Ford C Max,silver,01 01 2013,2013,10990,85,116,Automatic,Diesel,5.6,148,102000
ford,Ford Mondeo,silver,01 11 2012,2012,4300,103,140,Manual,Diesel,5.6,149,300000
audi,Audi A8,grey,01 12 2013,2013,33970,283,385,Automatic,Diesel,7.5,198,129950
audi,Audi A5,grey,01 03 2017,2017,27950,140,190,Automatic,Petrol,5.3,120,57500
bmw,BMW Z4,black,01 03 2005,2005,13999,170,231,Manual,Petrol,9.1,0,141500
bmw,BMW X5,black,01 10 2014,2014,35500,190,258,Automatic,Diesel,7,0,92500
hyundai,Hyundai i30,black,01 07 2011,2011,5890,80,109,Manual,Petrol,6.3,149,109700
fiat,Fiat 500C,white,01 05 2015,2015,7990,51,69,Manual,Petrol,5.1,121,69000
land rover,Land Rover Defender,grey,01 07 2020,2020,74900,177,241,Automatic,Diesel,7.7,204,39912
audi,Audi Q5,grey,01 11 2014,2014,25590,165,224,Automatic,Petrol,7.6,184,89863
hyundai,Hyundai i10,white,01 02 2016,2016,7090,49,67,Manual,Petrol,4.6,109,124200
jaguar,Jaguar F Pace,blue,01 12 2019,2019,27370,132,179,Automatic,Diesel,5.9,156,112745
alfa romeo,Alfa Romeo 159,grey,01 06 2006,2006,4500,118,160,Manual,Petrol,8.7,205,122900
bmw,BMW 116,black,01 12 2006,2006,4890,85,116,Manual,Petrol,7.5,179,182400
kia,Kia Sorento,blue,01 01 2023,2023,56840,148,201,Automatic,Diesel,6.2,160,1250
citroen,Citroen C3,grey,01 06 2020,2020,13590,61,83,Manual,Petrol,5.7,129,21200
audi,Audi Q3,blue,01 02 2013,2013,18000,103,140,Manual,Diesel,5.7,0,76000
bmw,BMW 325,black,01 01 2004,2004,17500,141,192,Manual,Petrol,9.6,230,69500
land rover,Land Rover Range Rover Evoque,white,01 10 2019,2019,39659,110,150,Automatic,Diesel,5.4,142,18437
bmw,BMW 320,blue,01 01 2020,2020,28980,140,190,Manual,Diesel,4.9,128,48000
ford,Ford Fiesta,grey,01 04 2023,2023,28190,92,125,Automatic,Hybrid,5.8,119,59
ford,Ford Transit Custom,yellow,01 10 2021,2021,26988,96,131,Manual,Diesel,7.2,188,46500
fiat,Fiat 124 Spider,white,01 03 2017,2017,18479,103,140,Manual,Petrol,6.4,148,72179
bmw,BMW 116,grey,01 09 2009,2009,6980,90,122,Manual,Petrol,6.1,143,104000
bmw,BMW 325,grey,01 10 2005,2005,5290,160,218,Manual,Petrol,8.4,203,209000
audi,Audi A1,white,01 01 2014,2014,9000,66,90,Manual,Diesel,3.8,101,169000
mazda,Mazda CX 5,red,01 03 2016,2016,18990,121,165,Manual,Petrol,6,142,81237
citroen,Citroen C3,beige,01 05 2021,2021,19990,81,110,Automatic,Petrol,4.7,107,9130
hyundai,Hyundai i10,white,01 04 2015,2015,7985,49,67,Manual,Petrol,4.7,111,48500
audi,Audi A5,grey,01 04 2020,2020,43440,140,190,Automatic,Petrol,7.1,170,42246
dacia,Dacia Duster,white,01 04 2016,2016,12490,84,114,Manual,Petrol,6.4,0,69000
fiat,Fiat 500X,grey,01 03 2019,2019,16990,81,110,Manual,Petrol,6.8,156,23654
mazda,Mazda 3,red,01 02 2016,2016,14945,88,120,Automatic,Petrol,5.6,130,119500
fiat,Fiat Ducato,white,01 12 2008,2008,16200,116,158,Manual,Diesel,8.2,0,205521
land rover,Land Rover Range Rover Evoque,black,01 06 2015,2015,18990,140,190,Automatic,Diesel,5.8,153,162000
citroen,Citroen C3,beige,01 04 2022,2022,16999,61,83,Manual,Petrol,5.5,124,17000
audi,Audi A5,red,01 05 2018,2018,28750,140,190,Manual,Diesel,4.4,0,117000
land rover,Land Rover Range Rover Velar,white,01 04 2018,2018,57980,280,381,Automatic,Petrol,9.4,214,61000
dodge,Dodge Challenger,white,01 01 2022,2022,54900,227,309,Automatic,Petrol,11.7,235,5500
citroen,Citroen C5 Aircross,orange,01 03 2019,2019,24490,130,177,Automatic,Diesel,6.4,168,67379
ford,Ford Mondeo,grey,01 09 2002,2002,1699,96,131,Manual,Diesel,6,159,299000
mazda,Mazda MX 5,white,01 05 2018,2018,22900,96,131,Manual,Petrol,6,139,9800
ford,Ford Focus,grey,01 07 2018,2018,15890,103,140,Manual,Petrol,5,114,94695
audi,Audi Q2,silver,01 01 2023,2023,40880,110,150,Automatic,Diesel,5.5,144,4908
ford,Ford Fusion,grey,01 06 2006,2006,2500,74,101,Manual,Petrol,6.6,0,117612
bmw,BMW 116,black,01 08 2011,2011,11197,100,136,Manual,Petrol,5.5,130,86497
fiat,Fiat,red,01 09 2022,2022,29490,121,165,Manual,Petrol,6.9,157,7500
citroen,Citroen DS3,black,01 10 2014,2014,11850,88,120,Automatic,Petrol,7,160,62856
audi,Audi A3,white,01 09 2013,2013,14300,132,179,Automatic,Petrol,5.6,0,86000
citroen,Citroen C3 Aircross,red,01 02 2023,2023,24980,81,110,Manual,Diesel,4.8,126,1500
audi,Audi A6,black,01 06 2016,2016,19980,140,190,Manual,Diesel,4.6,119,154289
bmw,BMW 520,grey,01 09 2010,2010,14500,135,184,Automatic,Diesel,4.9,130,196812
ford,Ford Tourneo Connect,black,01 03 2018,2018,16000,74,101,Manual,Petrol,5.6,0,42000
audi,Audi S5,silver,01 09 2009,2009,23500,320,435,Automatic,Petrol,9.7,224,90000
citroen,Citroen Berlingo,black,01 10 2018,2018,12800,75,102,Manual,Diesel,4.2,111,210543
dacia,Dacia Lodgy,blue,01 09 2018,2018,11990,80,109,Manual,Petrol,6.7,152,78300
citroen,Citroen DS3,black,01 12 2013,2013,7990,60,82,Manual,Petrol,4.9,116,90700
audi,Audi A5,red,01 05 2018,2018,32999,140,190,Automatic,Petrol,5.5,126,45100
kia,Kia Sportage,white,01 07 2021,2021,28960,136,185,Automatic,Diesel,6.9,182,80902
hyundai,Hyundai i10,blue,01 09 2017,2017,6300,49,67,Manual,Petrol,4.7,0,90300
kia,Kia Sportage,silver,01 12 2016,2016,17990,100,136,Manual,Diesel,5.2,139,92200
bmw,BMW M850,black,01 12 2021,2021,85999,390,530,Automatic,Petrol,10.2,234,11979
lamborghini,Lamborghini Huracan,orange,01 06 2021,2021,269900,470,639,Automatic,Petrol,12.3,285,23744
ford,Ford Mustang,black,01 11 2018,2018,25000,231,314,Automatic,Petrol,9.8,225,66733
mazda,Mazda MX 5,white,01 02 2016,2016,19950,96,131,Manual,Petrol,5.9,140,44123
bmw,BMW 530,black,01 11 2012,2012,12500,190,258,Automatic,Diesel,5.3,139,291000
ferrari,Ferrari 599,grey,01 06 2009,2009,139000,456,620,Manual,Petrol,21.3,490,59700
ford,Ford Tourneo Connect,white,01 09 2019,2019,19500,88,120,Manual,Diesel,4.5,122,131035
hyundai,Hyundai KONA,red,01 01 2022,2022,18890,88,120,Manual,Petrol,6.1,139,36393
ford,Ford S Max,white,01 06 2016,2016,20990,110,150,Manual,Diesel,5,139,115650
land rover,Land Rover Discovery,black,01 03 2018,2018,24250,177,241,Automatic,Petrol,8,191,136000
hyundai,Hyundai i20,white,01 08 2017,2017,11460,62,84,Manual,Petrol,5.1,112,92134
hyundai,Hyundai i10,black,01 11 2016,2016,6900,51,69,Manual,Petrol,5.1,0,136820
fiat,Fiat 500X,blue,01 06 2022,2022,29490,110,150,Automatic,Petrol,0,0,2500
citroen,Citroen C5 Aircross,white,01 01 2021,2021,28990,165,224,Automatic,Hybrid,0,30,28874
bmw,BMW 840,grey,01 03 2019,2019,64990,235,320,Automatic,Diesel,6.1,160,59999
mazda,Mazda 3,black,01 11 2014,2014,13680,88,120,Manual,Petrol,5.1,119,98350
audi,Audi A3,black,01 03 2012,2012,12590,77,105,Manual,Diesel,4.2,112,58000
audi,Audi A3,blue,01 05 2006,2006,3990,103,140,Manual,Diesel,5.7,148,250000
audi,Audi A6,blue,01 02 2023,2023,96930,210,286,Automatic,Diesel,6.5,169,5500
ford,Ford Puma,silver,01 06 2021,2021,25880,114,155,Manual,Petrol,5.8,131,23774
bmw,BMW M4,blue,01 03 2023,2023,104900,375,510,Automatic,Petrol,0,0,1980
ford,Ford Edge,grey,01 11 2019,2019,30000,175,238,Automatic,Diesel,6.5,0,64800
ford,Ford Kuga,blue,01 01 2016,2016,14500,110,150,Manual,Diesel,4.7,122,123580
hyundai,Hyundai TUCSON,silver,01 08 2017,2017,16490,97,132,Manual,Petrol,6.3,147,26380
ford,Ford Galaxy,silver,01 02 2008,2008,8790,107,145,Manual,Petrol,8.2,197,141482
kia,Kia Rio,red,01 06 2023,2023,21990,74,101,Automatic,Petrol,5.4,123,15
citroen,Citroen C4 Picasso,grey,01 01 2014,2014,10990,85,116,Automatic,Diesel,3.8,101,99980
audi,Audi A4,grey,01 04 2020,2020,35980,170,231,Automatic,Diesel,6.8,179,31435
land rover,Land Rover Discovery,grey,01 07 2019,2019,28999,110,150,Automatic,Diesel,6.4,169,59700
dacia,Dacia Jogger,silver,01 06 2022,2022,18999,74,101,Manual,LPG,6.1,122,16771
ford,Ford Fiesta,blue,01 10 2017,2017,6490,63,86,Manual,Diesel,3.5,90,194732
ford,Ford B Max,white,01 01 2014,2014,5590,70,95,Manual,Diesel,4,106,172264
ford,Ford Kuga,red,01 08 2015,2015,10985,110,150,Manual,Petrol,6.2,143,87000
audi,Audi R8,red,01 04 2011,2011,62000,386,525,Automatic,Petrol,14.2,0,88500
bmw,BMW X1,silver,01 05 2018,2018,19930,103,140,Manual,Petrol,5.3,121,75600
ford,Ford Mondeo,white,01 11 2013,2013,8750,85,116,Manual,Diesel,4.9,130,136000
ford,Ford Focus,white,01 09 2019,2019,23490,140,190,Manual,Diesel,4.8,125,88771
bmw,BMW Z4,black,01 08 2011,2011,17800,150,204,Automatic,Petrol,8.2,192,103000
audi,Audi A4,white,01 10 2014,2014,20950,180,245,Automatic,Diesel,6.3,165,168000
bmw,BMW 530,blue,01 07 2019,2019,22955,195,265,Automatic,Diesel,5.8,153,262000
fiat,Fiat 500C,white,01 10 2015,2015,12500,51,69,Manual,Petrol,4.9,0,42000
audi,Audi TT,black,01 05 2016,2016,22900,135,184,Manual,Diesel,4.7,124,114000
audi,Audi A4,brown,01 05 2014,2014,14800,130,177,Automatic,Diesel,5.3,140,210000
fiat,Fiat 500C,black,01 04 2017,2017,12495,63,86,Manual,Petrol,3.8,90,45000
bmw,BMW 120,white,01 04 2016,2016,15900,130,177,Manual,Petrol,5.8,0,105000
audi,Audi Q2,silver,01 02 2017,2017,21500,110,150,Unknown,Petrol,5.5,124,59000
audi,Audi S5,red,01 03 2022,2022,69910,251,341,Automatic,Diesel,7.1,185,13853
audi,Audi A4,red,01 07 2019,2019,22770,110,150,Automatic,Diesel,5.7,149.4,92400
fiat,Fiat 500L,green,01 02 2017,2017,12995,88,120,Manual,Petrol,6.9,164,86500
hyundai,Hyundai i20,black,01 10 2019,2019,14100,62,84,Manual,Petrol,5.8,0,30800
fiat,Fiat 500C,blue,01 10 2022,2022,20190,52,71,Manual,Hybrid,4.8,109,99
bmw,BMW 335,grey,01 01 2014,2014,25000,230,313,Automatic,Diesel,5.5,145,130000
mazda,Mazda CX 5,grey,01 06 2018,2018,22450,121,165,Manual,Petrol,6.4,149,34391
jeep,Jeep Wrangler,yellow,01 09 2020,2020,51999,199,271,Automatic,Petrol,10,219,3486
jeep,Jeep Compass,grey,01 12 2022,2022,43990,177,241,Automatic,Hybrid,2,47,10
bmw,BMW X3,brown,01 10 2017,2017,33890,195,265,Automatic,Diesel,5.7,149,98996
bmw,BMW 530,blue,01 07 2014,2014,27800,190,258,Automatic,Diesel,5.8,154,97000
bmw,BMW 320,black,01 01 2009,2009,9400,130,177,Automatic,Diesel,4.8,128,164000
fiat,Fiat 500,white,01 09 2022,2022,19140,51,69,Manual,Petrol,4.1,93,20
audi,Audi A3,black,01 12 2015,2015,15690,81,110,Manual,Petrol,4.9,116,93887
audi,Audi A4,black,01 08 2016,2016,17500,110,150,Automatic,Diesel,4.2,109,158072
kia,Kia Picanto,silver,01 03 2017,2017,9880,48,65,Manual,Petrol,4.5,105,77996
kia,Kia Picanto,white,01 03 2020,2020,11950,49,67,Manual,Petrol,4.4,101,34400
audi,Audi A4,silver,01 10 2019,2019,26499,140,190,Automatic,Diesel,5.2,0,45230
bmw,BMW 530,blue,01 10 2018,2018,34900,185,252,Automatic,Hybrid,0,0,39910
mazda,Mazda MX 5,red,01 04 2017,2017,22900,118,160,Manual,Petrol,6.9,161,29500
citroen,Citroen C8,grey,01 06 2006,2006,2990,94,128,Manual,Diesel,7.3,195,230000
audi,Audi A4,silver,01 11 2015,2015,19900,200,272,Automatic,Diesel,4.9,0,166000
ford,Ford Focus,silver,01 06 2003,2003,1250,74,101,Manual,Petrol,6.8,0,170000
ford,Ford Fiesta,black,01 06 2023,2023,23950,92,125,Manual,Hybrid,5.3,119,10
bmw,BMW X1,white,01 09 2021,2021,33599,131,178,Automatic,Petrol,6,138,36000
audi,Audi A6,black,01 06 2014,2014,13690,150,204,Automatic,Diesel,5.3,140,275000
audi,Audi A4,silver,01 06 2016,2016,21400,140,190,Automatic,Petrol,5.6,128,74000
audi,Audi Q3,white,01 07 2019,2019,41900,169,230,Automatic,Petrol,7.6,173,52390
bmw,BMW 525,silver,01 10 2002,2002,3990,141,192,Manual,Petrol,9.4,0,285000
ford,Ford Focus,black,01 03 2013,2013,12950,103,140,Automatic,Diesel,4.9,130,78497
audi,Audi A5,blue,01 06 2018,2018,30000,185,252,Automatic,Petrol,5.9,136,80000
bmw,BMW 640,grey,01 06 2015,2015,34299,235,320,Automatic,Petrol,7.4,175,86400
ford,Ford Focus,silver,01 06 2005,2005,3950,74,101,Manual,Petrol,6.4,152,166042
ford,Ford Puma,red,01 05 2023,2023,25480,92,125,Manual,Hybrid,4.3,97,15
citroen,Citroen Xsara Picasso,black,01 05 2005,2005,2900,70,95,Manual,Petrol,7.5,178,228416
audi,Audi RS3,beige,01 04 2023,2023,79450,294,400,Automatic,Petrol,9.1,207,3001
audi,Audi A3,white,01 05 2020,2020,25880,150,204,Automatic,Hybrid,2,46,28092
land rover,Land Rover Range Rover Velar,black,01 10 2020,2020,61900,184,250,Automatic,Petrol,7.7,177,34983
ford,Ford EcoSport,black,01 01 2023,2023,23590,103,140,Manual,Petrol,6.2,142,10
bmw,BMW 116,black,01 10 2006,2006,6000,85,116,Manual,Petrol,7.5,179,182546
audi,Audi A3,white,01 01 2014,2014,8990,77,105,Manual,Diesel,3.8,101,234900
ford,Ford Fiesta,black,01 01 2014,2014,6900,74,101,Manual,Petrol,4.3,99,139000
bmw,BMW 218,silver,01 12 2016,2016,19400,100,136,Automatic,Petrol,5.1,119,44406
ford,Ford Fiesta,black,01 06 2023,2023,19790,73,99,Manual,Petrol,5,125,20
audi,Audi A3,silver,01 02 2006,2006,4250,85,116,Manual,Petrol,6.6,0,154000
dodge,Dodge Challenger,black,01 05 2019,2019,75800,527,717,Automatic,Petrol,14.7,380,30250
audi,Audi A1,yellow,01 05 2022,2022,34910,152,207,Automatic,Petrol,6.6,149,7980
chevrolet,Chevrolet Camaro,blue,01 05 2018,2018,42900,202,275,Automatic,Petrol,8.1,184,20800
audi,Audi A6,grey,01 10 2017,2017,30790,200,272,Automatic,Diesel,5.1,133,66200
audi,Audi S3,blue,01 05 2023,2023,55444,228,310,Automatic,Petrol,8.2,186,4900
hyundai,Hyundai TUCSON,red,01 06 2019,2019,26990,130,177,Automatic,Petrol,7.6,175,40500
audi,Audi A8,grey,01 03 2017,2017,50570,283,385,Automatic,Diesel,7.5,196,76355
